Site,date,mean_daily
16396,2020-08-28,6.870826702360817
16396,2020-08-29,6.655036903253526
16396,2020-08-30,7.004732325969616
16396,2020-08-31,7.181241666136284
16396,2020-09-01,7.086406841452951
16396,2020-09-02,6.681536843158488
16396,2020-09-03,12.20728412626867
16396,2020-09-04,28.57681183865557
16396,2020-09-05,34.65749679788848
16396,2020-09-06,21.484441639803563
16396,2020-09-07,9.846198904892898
16396,2020-09-08,8.5772443316834
16396,2020-09-09,11.355091743319685
16396,2020-09-10,65.42434860839562
16396,2020-09-11,13.850775199766437
16396,2020-09-12,8.928531091791745
16396,2020-09-13,8.093945011308763
16396,2020-09-14,7.628024793275383
16396,2020-09-15,7.707277966049352
16396,2020-09-16,7.412494197797691
16396,2020-09-17,6.97282713001223
16396,2020-09-18,23.529696232049062
16396,2020-09-19,8.110322819504212
16396,2020-09-20,7.050187323354025
16396,2020-09-21,7.27743785644943
16396,2020-09-22,19.518449245255095
16396,2020-09-23,43.320412467462745
16396,2020-09-24,12.015585247064204
16396,2020-09-25,8.498833776223824
16396,2020-09-26,7.423259756235011
16396,2020-09-27,7.1363459152586675
16396,2020-09-28,6.844719267900126
16396,2020-09-29,6.987473024515728
16396,2020-09-30,6.852610541490375
16396,2020-10-01,6.565885232473501
16396,2020-10-02,6.5934277764202776
16396,2020-10-03,6.568651391889281
16396,2020-10-04,6.684052467067143
16396,2020-10-05,6.774613760687322
16396,2020-10-06,6.558694725140494
16396,2020-10-07,6.469840249612846
16396,2020-10-08,6.210328532377998
16396,2020-10-09,7.0039144047479445
16396,2020-10-10,6.707402937578258
16396,2020-10-11,6.243275949920985
16396,2020-10-12,6.245680575808217
16396,2020-10-13,6.873287143609916
16396,2020-10-14,6.428980871992352
16396,2020-10-15,6.548149637891204
16396,2020-10-16,6.6694129002373534
16396,2020-10-17,6.249347362108502
16396,2020-10-18,6.4762757854917385
16396,2020-10-19,6.833203772097575
16396,2020-10-20,6.530092259911325
16396,2020-10-21,6.358913436740921
16396,2020-10-22,6.187688578239842
16396,2020-10-23,11.672730861679483
16396,2020-10-24,15.27006231680373
16396,2020-10-25,7.671508525320302
16396,2020-10-26,7.354057547585497
16396,2020-10-27,7.35479433073957
16396,2020-10-28,7.881719983556489
16396,2020-10-29,9.62238722079527
16396,2020-10-30,7.939655289217222
16396,2020-10-31,7.354352041795762
16396,2020-11-01,6.823574755432991
16396,2020-11-02,7.2802621841558155
16396,2020-11-03,6.906163998707218
16396,2020-11-04,6.540474713667007
16396,2020-11-05,6.499165117783217
16396,2020-11-06,6.588372428721991
16396,2020-11-07,6.616771899711437
16396,2020-11-08,6.429942774140566
16396,2020-11-09,6.334635913288044
16396,2020-11-10,7.0699866217474
16396,2020-11-11,7.03753030407495
16396,2020-11-12,7.032802968899246
16396,2020-11-13,7.003971734826476
16396,2020-11-14,6.654176860087335
16396,2020-11-15,7.2421945004977974
16396,2020-11-16,7.352334182394771
16396,2020-11-17,7.4950854772627284
16396,2020-11-18,6.933193311294712
16396,2020-11-19,6.873819039275359
16396,2020-11-20,6.392300653160683
16396,2020-11-21,6.279929389718935
16396,2020-11-22,6.2371158450629025
16396,2020-11-23,8.419681939711637
16396,2020-11-24,7.659338687503042
16396,2020-11-25,8.58007424679211
16396,2020-11-26,7.71854369332833
16396,2020-11-27,7.501510920391745
16396,2020-11-28,8.04012434678175
16396,2020-11-29,9.432858585196778
16396,2020-11-30,8.794661045908404
16396,2020-12-01,7.195138847063791
16396,2020-12-02,7.247308439695306
16396,2020-12-03,7.606192323683518
16396,2020-12-04,6.756453996486526
16396,2020-12-05,6.115066346671496
16396,2020-12-06,6.36651975060662
16396,2020-12-07,6.471749059112777
16396,2020-12-08,6.468764936311306
16396,2020-12-09,6.57787503815585
16396,2020-12-10,6.579771303958524
16396,2020-12-11,7.873568764834834
16396,2020-12-12,10.405449646173508
16396,2020-12-13,6.177623648453978
16396,2020-12-14,9.749338880144432
16396,2020-12-15,8.922200008327428
16396,2020-12-16,8.918439313698462
16396,2020-12-17,8.571256122503346
16396,2020-12-18,8.317281082238992
16396,2020-12-19,122.3483280440451
16396,2020-12-20,35.08773650646589
16396,2020-12-21,12.423427951820944
16396,2020-12-22,9.565892057848384
16396,2020-12-23,8.7367832506487
16396,2020-12-24,8.89744570569471
16396,2020-12-25,8.645228166517592
16396,2020-12-26,7.858245381753092
16396,2020-12-27,7.291769762283201
16396,2020-12-28,7.696048833802601
16396,2020-12-29,8.208346077137117
16396,2020-12-30,8.513066572867404
16396,2020-12-31,321.22814954930396
16396,2021-01-01,89.21930891295266
16396,2021-01-02,16.65805128835012
16396,2021-01-03,11.039460860182482
16396,2021-01-04,9.529207535417083
16396,2021-01-05,9.787096963586333
16396,2021-01-06,148.19328025093606
16396,2021-01-07,136.61429785797623
16396,2021-01-08,20.243416611562846
16396,2021-01-09,11.878322864148174
16396,2021-01-10,78.47281498846995
16396,2021-01-11,189.172960841029
16396,2021-01-12,99.16659037191059
16396,2021-01-13,41.43143088815696
16396,2021-01-14,30.396510380405196
16397,2020-03-03,1.2488610879518358
16397,2020-03-04,1.3666341845832202
16397,2020-03-05,1.7722211333275213
16397,2020-03-06,1.436358519393538
16397,2020-03-07,1.3431335572360796
16397,2020-03-08,1.3007500389816575
16397,2020-03-09,1.2904044865550035
16397,2020-03-10,1.2895655817185165
16397,2020-03-11,1.3239249792692414
16397,2020-03-12,1.314736155165207
16397,2020-03-13,1.2982253248848186
16397,2020-03-14,1.300320661775702
16397,2020-03-15,1.3217602913302398
16397,2020-03-16,1.3278761720448153
16397,2020-03-17,1.3238696907092586
16397,2020-03-18,1.3249863679333567
16397,2020-03-19,1.3296045506777578
16397,2020-03-20,1.4176518328760703
16397,2020-03-21,1.8346447320678103
16397,2020-03-22,7.265924743848732
16397,2020-03-23,2.0569458565839445
16397,2020-03-24,1.5996971180263486
16397,2020-03-25,1.4347719282125508
16397,2020-03-26,1.4120836988879644
16397,2020-03-27,1.3723511850770644
16397,2020-03-28,1.334422173927472
16397,2020-03-29,1.3112837972861233
16397,2020-03-30,1.2978491773991343
16397,2020-03-31,1.3069875898175218
16397,2020-04-01,1.2979000290232174
16397,2020-04-02,1.319149528391018
16397,2020-04-03,1.806503954820827
16397,2020-04-04,6.703309469369843
16397,2020-04-05,2.252329306268768
16397,2020-04-06,1.6834309571342219
16397,2020-04-07,1.520785819661291
16397,2020-04-08,1.4658881528718908
16397,2020-04-09,1.8712863411379277
16397,2020-04-10,4.431611087238596
16397,2020-04-11,1.6452144138556155
16397,2020-04-12,1.4144621278267062
16397,2020-04-13,1.3673732890244883
16397,2020-04-14,1.380697685367108
16397,2020-04-15,1.374614112544279
16397,2020-04-16,1.3312807457980023
16397,2020-04-17,1.3280007608361342
16397,2020-04-18,1.344993217512707
16397,2020-04-19,1.330191279468813
16397,2020-04-20,1.3111211882342368
16397,2020-04-21,1.3281116849188037
16397,2020-04-22,2.2695412123649614
16397,2020-04-23,6.452524936774208
16397,2020-04-24,1.6801433584576464
16397,2020-04-25,1.4830816622468201
16397,2020-04-26,1.4386005781903568
16397,2020-04-27,1.4170900350813878
16397,2020-04-28,1.4144457157187098
16397,2020-04-29,1.5801591340909988
16397,2020-04-30,1.5235217064892566
16397,2020-05-01,1.4353830474261267
16397,2020-05-02,1.411495346715328
16397,2020-05-03,1.3246480546662962
16397,2020-05-04,1.2743272284631997
16397,2020-05-05,1.3114296132365773
16397,2020-05-06,1.43629446207072
16397,2020-05-07,1.4532191696627972
16397,2020-05-08,1.4475274227942239
16397,2020-05-09,1.4612730586102236
16397,2020-05-10,1.4745337258886868
16397,2020-05-11,1.458038303711511
16397,2020-05-12,2.6446054699846284
16397,2020-05-13,4.0449944392930846
16397,2020-05-14,1.5105834306957462
16397,2020-05-15,1.3795218460666918
16397,2020-05-16,1.9526107797608998
16397,2020-05-17,1.6204948656928684
16397,2020-05-18,1.3829771375926436
16397,2020-05-19,1.3154724536264861
16397,2020-05-20,1.298772552525456
16397,2020-05-21,1.2893387738117834
16397,2020-05-22,1.2721582885278369
16397,2020-05-23,1.2514767752725455
16397,2020-05-24,1.2396965060863225
16397,2020-05-25,1.5179875679037949
16397,2020-05-26,1.4046943031433068
16397,2020-05-27,6.851035456324151
16397,2020-05-28,30.111080668677534
16397,2020-05-29,1.9710678319036972
16397,2020-05-30,1.4529301177798455
16397,2020-05-31,1.3607163085545608
16397,2020-06-01,1.325566101135747
16397,2020-06-02,1.3069392533552249
16397,2020-06-03,1.3395277413531061
16397,2020-06-04,1.3268968319608174
16397,2020-06-05,1.3069329918381043
16397,2020-06-06,1.2845365767077934
16397,2020-06-07,1.2726401923758597
16397,2020-06-08,1.2424526627614538
16397,2020-06-09,1.2209986672981266
16397,2020-06-10,1.2054113819100645
16397,2020-06-11,1.1917153198539374
16397,2020-06-12,1.181617877085035
16397,2020-06-13,1.1734919664848196
16397,2020-06-14,1.1667188219756996
16397,2020-06-15,1.1605974897362803
16397,2020-06-16,1.1552610360504874
16397,2020-06-17,1.148084658444272
16397,2020-06-18,1.1422315655656028
16397,2020-06-19,1.1367291237891153
16397,2020-06-20,1.1740273650949595
16397,2020-06-21,1.1988983898589347
16397,2020-06-22,1.2066142835172675
16397,2020-06-23,1.2026872581389259
16397,2020-06-24,1.487259126483875
16397,2020-06-25,1.4390777565176551
16397,2020-06-26,1.3061553156939276
16397,2020-06-27,1.2722604229186707
16397,2020-06-28,1.2429226977613752
16397,2020-06-29,1.2293708029354382
16397,2020-06-30,1.2193403908673597
16397,2020-07-01,1.2105410387506341
16397,2020-07-02,1.2010623170256238
16397,2020-07-03,1.191324846198584
16397,2020-07-04,1.180173846966797
16397,2020-07-05,1.1720379936847576
16397,2020-07-06,1.1625311776188694
16397,2020-07-07,1.1551332747336533
16397,2020-07-08,1.1496386195184516
16397,2020-07-09,1.1428403332132444
16397,2020-07-10,1.1346640712162581
16397,2020-07-11,1.1270019158218612
16397,2020-07-12,1.1189107944482846
16397,2020-07-13,1.1116139640898381
16397,2020-07-14,1.1008105603690281
16397,2020-07-15,1.087204554191389
16397,2020-07-16,1.0774089040631192
16397,2020-07-17,1.0661014028770395
16397,2020-07-18,1.055764704326184
16397,2020-07-19,1.047000467381761
16397,2020-07-20,1.0387024293891556
16397,2020-07-21,1.0316188197190543
16397,2020-07-22,1.0879256913013804
16397,2020-07-23,1.1473416696702678
16397,2020-07-24,1.1377813184631287
16397,2020-07-25,1.1342428360106802
16397,2020-07-26,1.3161909920116965
16397,2020-07-27,1.894008898789756
16397,2020-07-28,1.3209755397192338
16397,2020-07-29,1.2914328790197178
16397,2020-07-30,1.242152235774202
16397,2020-07-31,NA
16397,2020-08-01,NA
16397,2020-08-02,NA
16397,2020-08-03,NA
16397,2020-08-04,NA
16397,2020-08-05,NA
16397,2020-08-06,1.2378910187738534
16397,2020-08-07,1.2269815904089174
16397,2020-08-08,1.2127425189590697
16397,2020-08-09,1.1991081630347453
16397,2020-08-10,1.1844699379210057
16397,2020-08-11,1.1709239769720037
16397,2020-08-12,1.158978246127132
16397,2020-08-13,1.1473530956532312
16397,2020-08-14,1.1346380606275042
16397,2020-08-15,1.1200096524884682
16397,2020-08-16,1.0999370331879355
16397,2020-08-17,1.078860945214405
16397,2020-08-18,1.063070908709572
16397,2020-08-19,1.0480373262573315
16397,2020-08-20,1.0364460022996485
16397,2020-08-21,1.0319486481285733
16397,2020-08-22,1.030736914032834
16397,2020-08-23,1.0324240298770293
16397,2020-08-24,1.0358900893379919
16397,2020-08-25,1.0368485603133386
16397,2020-08-26,1.0358215605763665
16397,2020-08-27,1.036453043127437
16397,2020-08-28,1.0367586054421685
16397,2020-08-29,1.0366158629071616
16397,2020-08-30,1.0369123419639716
16397,2020-08-31,1.0379720639464598
16397,2020-09-01,1.0383300385452443
16397,2020-09-02,1.0376046125608585
16397,2020-09-03,1.0371612068305314
16397,2020-09-04,1.0692605534970392
16397,2020-09-05,1.4359792536237075
16397,2020-09-06,1.3964511629174725
16397,2020-09-07,1.3078882004203594
16397,2020-09-08,1.2473643864531172
16397,2020-09-09,1.2347405697149987
16397,2020-09-10,2.4066057688610987
16397,2020-09-11,1.462290810883068
16397,2020-09-12,1.3052189629635835
16397,2020-09-13,1.2515835845284204
16397,2020-09-14,1.230745759698835
16397,2020-09-15,1.2195155776035278
16397,2020-09-16,1.2061667833962646
16397,2020-09-17,1.2812713387850325
16397,2020-09-18,2.093777194033016
16397,2020-09-19,1.3541943563100263
16397,2020-09-20,1.2696732790517709
16397,2020-09-21,1.245204015798102
16397,2020-09-22,1.3270965256299332
16397,2020-09-23,1.9319970232507566
16397,2020-09-24,1.48942219769219
16397,2020-09-25,1.3346680503381123
16397,2020-09-26,1.2694786290841915
16397,2020-09-27,1.240517752653293
16397,2020-09-28,1.2217330742522405
16397,2020-09-29,1.2073816536477935
16397,2020-09-30,1.1946165073923587
16397,2020-10-01,1.1816887221915686
16397,2020-10-02,1.1733295051336643
16397,2020-10-03,1.1624252300562783
16397,2020-10-04,1.1519176069616586
16397,2020-10-05,1.1439797597305101
16397,2020-10-06,1.1356929130049698
16397,2020-10-07,1.129366693287535
16397,2020-10-08,1.1186964260962788
16397,2020-10-09,1.1212813875671366
16397,2020-10-10,1.1178902042294303
16397,2020-10-11,1.1080317254016063
16397,2020-10-12,1.0944020704969133
16397,2020-10-13,1.0797471343192713
16397,2020-10-14,1.064802710221714
16397,2020-10-15,1.0540934308014789
16397,2020-10-16,1.0425245387989617
16397,2020-10-17,1.0344788514269592
16397,2020-10-18,1.0309455763869004
16397,2020-10-19,1.0327504049076222
16397,2020-10-20,1.0371543423274572
16397,2020-10-21,1.0368878183648131
16397,2020-10-22,1.0365229563563392
16397,2020-10-23,1.0374788451686325
16397,2020-10-24,1.0379222280023646
16397,2020-10-25,1.0369243603512108
16397,2020-10-26,1.0371228364969092
16397,2020-10-27,1.0384006187935746
16397,2020-10-28,1.0386718299011863
16397,2020-10-29,1.03877808368358
16397,2020-10-30,1.0378090249705942
16397,2020-10-31,1.0376657012542627
16397,2020-11-01,1.037721419992581
16397,2020-11-02,1.037547600947634
16397,2020-11-03,1.0376609812625142
16397,2020-11-04,1.0373063853610598
16397,2020-11-05,1.0374729081551544
16397,2020-11-06,1.037300371984629
16397,2020-11-07,1.037365526543195
16397,2020-11-08,1.0380120829954032
16397,2020-11-09,1.0368442624930663
16397,2020-11-10,1.1534274618414389
16397,2020-11-11,1.2322736804038306
16397,2020-11-12,1.2348465090459686
16397,2020-11-13,1.2343855483061448
16397,2020-11-14,1.2339212099624413
16397,2020-11-15,1.2346011116168487
16397,2020-11-16,1.2371247663409815
16397,2020-11-17,1.2377418223118593
16397,2020-11-18,1.2349680667424774
16397,2020-11-19,1.2359336813127768
16397,2020-11-20,1.2353416266920958
16397,2020-11-21,1.2349742131002295
16397,2020-11-22,1.6268682626966646
16397,2020-11-23,2.0229851948784363
16397,2020-11-24,2.0373818170400497
16397,2020-11-25,1.9019249654107815
16397,2020-11-26,1.8450810370545803
16397,2020-11-27,1.8767985447885283
16397,2020-11-28,1.8184619777001887
16397,2020-11-29,1.779847581108038
16397,2020-11-30,1.7337107736749893
16397,2020-12-01,1.688629922391705
16397,2020-12-02,1.6679982966449658
16397,2020-12-03,1.6656146818729862
16397,2020-12-04,1.6453248078566838
16397,2020-12-05,1.6222399661078768
16397,2020-12-06,1.6054612779611874
16397,2020-12-07,1.5880735870486762
16397,2020-12-08,1.5706054069047128
16397,2020-12-09,1.5563778873224088
16397,2020-12-10,1.5381582836326915
16397,2020-12-11,1.5312919960162132
16397,2020-12-12,1.5415673766640274
16397,2020-12-13,1.5374903643861006
16397,2020-12-14,1.530011826334409
16397,2020-12-15,1.509370151862314
16397,2020-12-16,1.5054978756153772
16397,2020-12-17,1.4921624213282707
16397,2020-12-18,1.4708068920315602
16397,2020-12-19,4.245344988519588
16397,2020-12-20,3.060303581305835
16397,2020-12-21,2.1465108066054017
16397,2020-12-22,1.8879020126671406
16397,2020-12-23,1.7571591642363518
16397,2020-12-24,1.7110560748484258
16397,2020-12-25,1.6558961981825873
16397,2020-12-26,1.6198516226167485
16397,2020-12-27,1.5983830845175016
16397,2020-12-28,1.5875216468557025
16397,2020-12-29,1.5788725225549702
16397,2020-12-30,1.586773358267335
16397,2020-12-31,9.418065374936754
16397,2021-01-01,6.77059506074166
16397,2021-01-02,2.440657075903463
16397,2021-01-03,2.0521506199331307
16397,2021-01-04,1.8608081169760629
16397,2021-01-05,1.7539701265720335
16397,2021-01-06,7.435469822472436
16397,2021-01-07,12.87900032953251
16397,2021-01-08,2.2509671438450534
16397,2021-01-09,1.8920766705813574
16397,2021-01-10,3.1780359562478506
16397,2021-01-11,8.628076352449739
16397,2021-01-12,5.991483987837013
16397,2021-01-13,3.125783182273522
16397,2021-01-14,2.694319939720211
16882,2020-03-03,0.051006150863398096
16882,2020-03-04,12.513304083202916
16882,2020-03-05,4.908519858477864
16882,2020-03-06,0.059596596631343465
16882,2020-03-07,0.054123121687735906
16882,2020-03-08,0.051231408306646034
16882,2020-03-09,0.05692307625794104
16882,2020-03-10,0.0676663959766149
16882,2020-03-11,0.05837733138927972
16882,2020-03-12,0.05472227651136533
16882,2020-03-13,0.05276854718730262
16882,2020-03-14,0.05107439686377088
16882,2020-03-15,0.051348530135234695
16882,2020-03-16,0.05191499484714058
16882,2020-03-17,0.052822957787049006
16882,2020-03-18,0.05216691883085125
16882,2020-03-19,0.05033927516290006
16882,2020-03-20,12.490062347554721
16882,2020-03-21,19.75380664217245
16882,2020-03-22,58.09484156823833
16882,2020-03-23,8.30483212912861
16882,2020-03-24,0.945449512505738
16882,2020-03-25,0.060994198147637374
16882,2020-03-26,0.05610954722041096
16882,2020-03-27,0.053469550593957686
16882,2020-03-28,0.05471485400631525
16882,2020-03-29,0.05225931614521321
16882,2020-03-30,0.0488011254349002
16882,2020-03-31,0.05147288436712154
16882,2020-04-01,0.04984313568502787
16882,2020-04-02,0.04939417315324646
16882,2020-04-03,6.170157772774925
16882,2020-04-04,36.927772155841055
16882,2020-04-05,10.78403613063818
16882,2020-04-06,0.06309978705724985
16882,2020-04-07,0.05068372746264799
16882,2020-04-08,0.04875702649880866
16882,2020-04-09,13.360873099624008
16882,2020-04-10,26.135853812935217
16882,2020-04-11,0.2359107226555871
16882,2020-04-12,0.05015740359827633
16882,2020-04-13,0.0505402317192117
16882,2020-04-14,0.04802774522351017
16882,2020-04-15,0.0469475348945251
16882,2020-04-16,0.04621133185043486
16882,2020-04-17,0.04536798937485145
16882,2020-04-18,0.04325687416053071
16882,2020-04-19,0.04345588074046114
16882,2020-04-20,0.04454243947999297
16882,2020-04-21,0.04339811823919228
16882,2020-04-22,6.868933479462601
16882,2020-04-23,9.863836284177061
16882,2020-04-24,0.04695743371130738
16882,2020-04-25,0.042461406955121954
16882,2020-04-26,0.04154971818273978
16882,2020-04-27,0.04139549837567478
16882,2020-04-28,0.041068238609242795
16882,2020-04-29,10.510477416601065
16882,2020-04-30,0.04738322488270199
16882,2020-05-01,0.040791579890768336
16882,2020-05-02,0.039431927505660845
16882,2020-05-03,0.03973209775737127
16882,2020-05-04,0.03922219995181922
16882,2020-05-05,0.03992004573123326
16882,2020-05-06,0.03867246328402874
16882,2020-05-07,0.03860842987247857
16882,2020-05-08,0.03839526886989895
16882,2020-05-09,0.03788398554522355
16882,2020-05-10,0.03815078003507455
16882,2020-05-11,0.03774169188102105
16882,2020-05-12,16.621035413751184
16882,2020-05-13,14.781560145639233
16882,2020-05-14,0.04783594372619114
16882,2020-05-15,0.042306539763123034
16882,2020-05-16,22.6869236109947
16882,2020-05-17,1.9238057258060322
16882,2020-05-18,0.04548544680154954
16882,2020-05-19,0.04258545224575924
16882,2020-05-20,0.042180545018921385
16882,2020-05-21,0.041117267033914544
16882,2020-05-22,0.04148448922867967
16882,2020-05-23,0.0400602563317448
16882,2020-05-24,0.03980021983125185
16882,2020-05-25,0.041369778816880275
16882,2020-05-26,0.04064252874654209
16882,2020-05-27,22.15313290077198
16882,2020-05-28,101.38277380773057
16882,2020-05-29,1.931534989730069
16882,2020-05-30,0.04725934787906061
16882,2020-05-31,0.04378937742213123
16882,2020-06-01,0.0442900165256171
16882,2020-06-02,0.043806614886152645
16882,2020-06-03,0.04295309487119515
16882,2020-06-04,0.0432924263608768
16882,2020-06-05,0.04384607259989851
16882,2020-06-06,0.04150228966614794
16882,2020-06-07,0.04181614700419568
16882,2020-06-08,0.041425148216652524
16882,2020-06-09,0.04088288420762158
16882,2020-06-10,0.04004114805507875
16882,2020-06-11,0.040313486243315225
16882,2020-06-12,0.03984757266981722
16882,2020-06-13,0.039059580659948044
16882,2020-06-14,0.038691901581660595
16882,2020-06-15,0.038995607957102274
16882,2020-06-16,0.039162018126241725
16882,2020-06-17,0.03890102208533622
16882,2020-06-18,0.03895899240021729
16882,2020-06-19,0.03981473724658669
16882,2020-06-20,7.898087875932683
16882,2020-06-21,1.751478053730102
16882,2020-06-22,0.061125265263472506
16882,2020-06-23,1.3143721714645775
16882,2020-06-24,39.60337863445704
16882,2020-06-25,1.4976630068996246
16882,2020-06-26,1.740982872700112
16882,2020-06-27,0.04269053375091483
16882,2020-06-28,0.04196359278264643
16882,2020-06-29,0.0406369292309077
16882,2020-06-30,0.039974569346798064
16882,2020-07-01,0.03986534435476842
16882,2020-07-02,0.0399527754754334
16882,2020-07-03,0.039418551050511896
