agency_cd,site_no,datetime,135356_00060_00003,135356_00060_00003_cd
USGS,08109800,2000-06-29,17.0,A
USGS,08109800,2000-06-30,16.0,A
USGS,08109800,2000-07-01,16.0,A
USGS,08109800,2000-07-02,16.0,A
USGS,08109800,2000-07-03,15.0,A
USGS,08109800,2000-07-04,14.0,A
USGS,08109800,2000-07-05,14.0,A
USGS,08109800,2000-07-06,13.0,A
USGS,08109800,2000-07-07,13.0,A
USGS,08109800,2000-07-08,13.0,A
USGS,08109800,2000-07-09,13.0,A
USGS,08109800,2000-07-10,13.0,A
USGS,08109800,2000-07-11,13.0,A
USGS,08109800,2000-07-12,13.0,A
USGS,08109800,2000-07-13,13.0,A
USGS,08109800,2000-07-14,13.0,A
USGS,08109800,2000-07-15,12.0,A
USGS,08109800,2000-07-16,12.0,A
USGS,08109800,2000-07-17,12.0,A
USGS,08109800,2000-07-18,13.0,A
USGS,08109800,2000-07-19,13.0,A
USGS,08109800,2000-07-20,12.0,A
USGS,08109800,2000-07-21,12.0,A
USGS,08109800,2000-07-22,12.0,A
USGS,08109800,2000-07-23,14.0,A
USGS,08109800,2000-07-24,11.0,A
USGS,08109800,2000-07-25,10.0,A
USGS,08109800,2000-07-26,10.0,A
USGS,08109800,2000-07-27,11.0,A
USGS,08109800,2000-07-28,11.0,A
USGS,08109800,2000-07-29,11.0,A
USGS,08109800,2000-07-30,13.0,A
USGS,08109800,2000-07-31,15.0,A
USGS,08109800,2000-08-01,14.0,A
USGS,08109800,2000-08-02,14.0,A
USGS,08109800,2000-08-03,14.0,A
USGS,08109800,2000-08-04,13.0,A
USGS,08109800,2000-08-05,13.0,A
USGS,08109800,2000-08-06,13.0,A
USGS,08109800,2000-08-07,13.0,A
USGS,08109800,2000-08-08,12.0,A
USGS,08109800,2000-08-09,11.0,A
USGS,08109800,2000-08-10,11.0,A
USGS,08109800,2000-08-11,10.0,A
USGS,08109800,2000-08-12,10.0,A
USGS,08109800,2000-08-13,10.0,A
USGS,08109800,2000-08-14,11.0,A
USGS,08109800,2000-08-15,10.0,A
USGS,08109800,2000-08-16,11.0,A
USGS,08109800,2000-08-17,11.0,A
USGS,08109800,2000-08-18,11.0,A
USGS,08109800,2000-08-19,11.0,A
USGS,08109800,2000-08-20,12.0,A
USGS,08109800,2000-08-21,12.0,A
USGS,08109800,2000-08-22,11.0,A
USGS,08109800,2000-08-23,11.0,A
USGS,08109800,2000-08-24,11.0,A
USGS,08109800,2000-08-25,11.0,A
USGS,08109800,2000-08-26,11.0,A
USGS,08109800,2000-08-27,11.0,A
USGS,08109800,2000-08-28,10.0,A
USGS,08109800,2000-08-29,11.0,A
USGS,08109800,2000-08-30,12.0,A
USGS,08109800,2000-08-31,14.0,A
USGS,08109800,2000-09-01,16.0,A
USGS,08109800,2000-09-02,17.0,A
USGS,08109800,2000-09-03,18.0,A
USGS,08109800,2000-09-04,17.0,A
USGS,08109800,2000-09-05,17.0,A
USGS,08109800,2000-09-06,16.0,A
USGS,08109800,2000-09-07,17.0,A
USGS,08109800,2000-09-08,17.0,A
USGS,08109800,2000-09-09,18.0,A
USGS,08109800,2000-09-10,18.0,A
USGS,08109800,2000-09-11,19.0,A
USGS,08109800,2000-09-12,17.0,A
USGS,08109800,2000-09-13,28.0,A
USGS,08109800,2000-09-14,25.0,A
USGS,08109800,2000-09-15,25.0,A
USGS,08109800,2000-09-16,22.0,A
USGS,08109800,2000-09-17,21.0,A
USGS,08109800,2000-09-18,21.0,A
USGS,08109800,2000-09-19,20.0,A
USGS,08109800,2000-09-20,21.0,A
USGS,08109800,2000-09-21,21.0,A
USGS,08109800,2000-09-22,21.0,A
USGS,08109800,2000-09-23,20.0,A
USGS,08109800,2000-09-24,21.0,A
USGS,08109800,2000-09-25,23.0,A
USGS,08109800,2000-09-26,22.0,A
USGS,08109800,2000-09-27,21.0,A
USGS,08109800,2000-09-28,20.0,A
USGS,08109800,2000-09-29,20.0,A
USGS,08109800,2000-09-30,20.0,A
USGS,08109800,2000-10-01,20.0,A
USGS,08109800,2000-10-02,20.0,A
USGS,08109800,2000-10-03,18.0,A
USGS,08109800,2000-10-04,18.0,A
USGS,08109800,2000-10-05,18.0,A
USGS,08109800,2000-10-06,20.0,A
USGS,08109800,2000-10-07,24.0,A
USGS,08109800,2000-10-08,25.0,A
USGS,08109800,2000-10-09,28.0,A
USGS,08109800,2000-10-10,28.0,A
USGS,08109800,2000-10-11,27.0,A
USGS,08109800,2000-10-12,26.0,A
USGS,08109800,2000-10-13,25.0,A
USGS,08109800,2000-10-14,25.0,A
USGS,08109800,2000-10-15,26.0,A
USGS,08109800,2000-10-16,27.0,A
USGS,08109800,2000-10-17,31.0,A
USGS,08109800,2000-10-18,31.0,A
USGS,08109800,2000-10-19,31.0,A
USGS,08109800,2000-10-20,30.0,A
USGS,08109800,2000-10-21,28.0,A
USGS,08109800,2000-10-22,27.0,A
USGS,08109800,2000-10-23,39.0,A
USGS,08109800,2000-10-24,47.0,A
USGS,08109800,2000-10-25,51.0,A
USGS,08109800,2000-10-26,48.0,A
USGS,08109800,2000-10-27,46.0,A
USGS,08109800,2000-10-28,40.0,A
USGS,08109800,2000-10-29,35.0,A
USGS,08109800,2000-10-30,31.0,A
USGS,08109800,2000-10-31,29.0,A
USGS,08109800,2000-11-01,27.0,A
USGS,08109800,2000-11-02,28.0,A
USGS,08109800,2000-11-03,112,A
USGS,08109800,2000-11-04,328,A
USGS,08109800,2000-11-05,463,A
USGS,08109800,2000-11-06,634,A
USGS,08109800,2000-11-07,408,A
USGS,08109800,2000-11-08,366,A
USGS,08109800,2000-11-09,215,A
USGS,08109800,2000-11-10,97.0,A
USGS,08109800,2000-11-11,66.0,A
USGS,08109800,2000-11-12,57.0,A
USGS,08109800,2000-11-13,55.0,A
USGS,08109800,2000-11-14,55.0,A
USGS,08109800,2000-11-15,42.0,A
USGS,08109800,2000-11-16,39.0,A
USGS,08109800,2000-11-17,39.0,A
USGS,08109800,2000-11-18,54.0,A
USGS,08109800,2000-11-19,110,A
USGS,08109800,2000-11-20,156,A
USGS,08109800,2000-11-21,120,A
USGS,08109800,2000-11-22,67.0,A
USGS,08109800,2000-11-23,58.0,A
USGS,08109800,2000-11-24,145,A
USGS,08109800,2000-11-25,94.0,A
USGS,08109800,2000-11-26,68.0,A
USGS,08109800,2000-11-27,56.0,A
USGS,08109800,2000-11-28,53.0,A
USGS,08109800,2000-11-29,52.0,A
USGS,08109800,2000-11-30,51.0,A
USGS,08109800,2000-12-01,48.0,A
USGS,08109800,2000-12-02,44.0,A
USGS,08109800,2000-12-03,41.0,A
USGS,08109800,2000-12-04,38.0,A
USGS,08109800,2000-12-05,37.0,A
USGS,08109800,2000-12-06,37.0,A
USGS,08109800,2000-12-07,37.0,A
USGS,08109800,2000-12-08,38.0,A
USGS,08109800,2000-12-09,36.0,A
USGS,08109800,2000-12-10,37.0,A
USGS,08109800,2000-12-11,38.0,A
USGS,08109800,2000-12-12,37.0,A
USGS,08109800,2000-12-13,127,A
USGS,08109800,2000-12-14,228,A
USGS,08109800,2000-12-15,173,A
USGS,08109800,2000-12-16,95.0,A
USGS,08109800,2000-12-17,73.0,A
USGS,08109800,2000-12-18,65.0,A
USGS,08109800,2000-12-19,58.0,A
USGS,08109800,2000-12-20,55.0,A
USGS,08109800,2000-12-21,54.0,A
USGS,08109800,2000-12-22,52.0,A
USGS,08109800,2000-12-23,46.0,A
USGS,08109800,2000-12-24,60.0,A
USGS,08109800,2000-12-25,132,A
USGS,08109800,2000-12-26,233,A
USGS,08109800,2000-12-27,423,A
USGS,08109800,2000-12-28,547,A
USGS,08109800,2000-12-29,456,A
USGS,08109800,2000-12-30,277,A
USGS,08109800,2000-12-31,113,A
USGS,08109800,2001-01-01,81.0,A
USGS,08109800,2001-01-02,72.0,A
USGS,08109800,2001-01-03,65.0,A
USGS,08109800,2001-01-04,62.0,A
USGS,08109800,2001-01-05,60.0,A
USGS,08109800,2001-01-06,60.0,A
USGS,08109800,2001-01-07,59.0,A
USGS,08109800,2001-01-08,56.0,A
USGS,08109800,2001-01-09,54.0,A
USGS,08109800,2001-01-10,71.0,A
USGS,08109800,2001-01-11,155,A
USGS,08109800,2001-01-12,261,A
USGS,08109800,2001-01-13,279,A
USGS,08109800,2001-01-14,142,A
USGS,08109800,2001-01-15,94.0,A
USGS,08109800,2001-01-16,80.0,A
USGS,08109800,2001-01-17,79.0,A
USGS,08109800,2001-01-18,119,A
USGS,08109800,2001-01-19,278,A
USGS,08109800,2001-01-20,358,A
USGS,08109800,2001-01-21,335,A
USGS,08109800,2001-01-22,147,A
USGS,08109800,2001-01-23,83.0,A
USGS,08109800,2001-01-24,71.0,A
USGS,08109800,2001-01-25,64.0,A
USGS,08109800,2001-01-26,63.0,A
USGS,08109800,2001-01-27,61.0,A
USGS,08109800,2001-01-28,60.0,A
USGS,08109800,2001-01-29,84.0,A
USGS,08109800,2001-01-30,99.0,A
USGS,08109800,2001-01-31,98.0,A
USGS,08109800,2001-02-01,69.0,A
USGS,08109800,2001-02-02,60.0,A
USGS,08109800,2001-02-03,55.0,A
USGS,08109800,2001-02-04,53.0,A
USGS,08109800,2001-02-05,50.0,A
USGS,08109800,2001-02-06,47.0,A
USGS,08109800,2001-02-07,45.0,A
USGS,08109800,2001-02-08,46.0,A
USGS,08109800,2001-02-09,47.0,A
USGS,08109800,2001-02-10,44.0,A
USGS,08109800,2001-02-11,40.0,A
USGS,08109800,2001-02-12,38.0,A
USGS,08109800,2001-02-13,40.0,A
USGS,08109800,2001-02-14,44.0,A
USGS,08109800,2001-02-15,46.0,A
USGS,08109800,2001-02-16,74.0,A
USGS,08109800,2001-02-17,104,A
USGS,08109800,2001-02-18,83.0,A
USGS,08109800,2001-02-19,60.0,A
USGS,08109800,2001-02-20,54.0,A
USGS,08109800,2001-02-21,51.0,A
USGS,08109800,2001-02-22,48.0,A
USGS,08109800,2001-02-23,45.0,A
USGS,08109800,2001-02-24,45.0,A
USGS,08109800,2001-02-25,44.0,A
USGS,08109800,2001-02-26,41.0,A
USGS,08109800,2001-02-27,38.0,A
USGS,08109800,2001-02-28,37.0,A
USGS,08109800,2001-03-01,39.0,A
USGS,08109800,2001-03-02,87.0,A
USGS,08109800,2001-03-03,247,A
USGS,08109800,2001-03-04,367,A
USGS,08109800,2001-03-05,386,A
USGS,08109800,2001-03-06,272,A
USGS,08109800,2001-03-07,101,A
USGS,08109800,2001-03-08,109,A
USGS,08109800,2001-03-09,314,A
USGS,08109800,2001-03-10,600,A
USGS,08109800,2001-03-11,398,A
USGS,08109800,2001-03-12,206,A
USGS,08109800,2001-03-13,171,A
USGS,08109800,2001-03-14,213,A
USGS,08109800,2001-03-15,317,A
USGS,08109800,2001-03-16,430,A
USGS,08109800,2001-03-17,373,A
USGS,08109800,2001-03-18,158,A
USGS,08109800,2001-03-19,94.0,A
USGS,08109800,2001-03-20,81.0,A
USGS,08109800,2001-03-21,68.0,A
USGS,08109800,2001-03-22,61.0,A
USGS,08109800,2001-03-23,57.0,A
USGS,08109800,2001-03-24,58.0,A
USGS,08109800,2001-03-25,61.0,A
USGS,08109800,2001-03-26,60.0,A
USGS,08109800,2001-03-27,177,A
USGS,08109800,2001-03-28,384,A
USGS,08109800,2001-03-29,719,A
USGS,08109800,2001-03-30,766,A
USGS,08109800,2001-03-31,504,A
USGS,08109800,2001-04-01,213,A
USGS,08109800,2001-04-02,99.0,A
USGS,08109800,2001-04-03,80.0,A
USGS,08109800,2001-04-04,73.0,A
USGS,08109800,2001-04-05,69.0,A
USGS,08109800,2001-04-06,65.0,A
USGS,08109800,2001-04-07,59.0,A
USGS,08109800,2001-04-08,54.0,A
USGS,08109800,2001-04-09,50.0,A
USGS,08109800,2001-04-10,44.0,A
USGS,08109800,2001-04-11,39.0,A
USGS,08109800,2001-04-12,35.0,A
USGS,08109800,2001-04-13,34.0,A
USGS,08109800,2001-04-14,34.0,A
USGS,08109800,2001-04-15,34.0,A
USGS,08109800,2001-04-16,37.0,A
USGS,08109800,2001-04-17,44.0,A
USGS,08109800,2001-04-18,46.0,A
USGS,08109800,2001-04-19,41.0,A
USGS,08109800,2001-04-20,36.0,A
USGS,08109800,2001-04-21,33.0,A
USGS,08109800,2001-04-22,30.0,A
USGS,08109800,2001-04-23,29.0,A
USGS,08109800,2001-04-24,28.0,A
USGS,08109800,2001-04-25,27.0,A
USGS,08109800,2001-04-26,25.0,A
USGS,08109800,2001-04-27,24.0,A
USGS,08109800,2001-04-28,24.0,A
USGS,08109800,2001-04-29,25.0,A
USGS,08109800,2001-04-30,23.0,A
USGS,08109800,2001-05-01,23.0,A
USGS,08109800,2001-05-02,22.0,A
USGS,08109800,2001-05-03,22.0,A
USGS,08109800,2001-05-04,22.0,A
USGS,08109800,2001-05-05,40.0,A
USGS,08109800,2001-05-06,68.0,A
USGS,08109800,2001-05-07,156,A
USGS,08109800,2001-05-08,420,A
USGS,08109800,2001-05-09,921,A
USGS,08109800,2001-05-10,655,A
USGS,08109800,2001-05-11,325,A
USGS,08109800,2001-05-12,111,A
USGS,08109800,2001-05-13,69.0,A
USGS,08109800,2001-05-14,58.0,A
USGS,08109800,2001-05-15,52.0,A
USGS,08109800,2001-05-16,45.0,A
USGS,08109800,2001-05-17,39.0,A
USGS,08109800,2001-05-18,33.0,A
USGS,08109800,2001-05-19,31.0,A
USGS,08109800,2001-05-20,28.0,A
USGS,08109800,2001-05-21,32.0,A
USGS,08109800,2001-05-22,36.0,A
USGS,08109800,2001-05-23,33.0,A
USGS,08109800,2001-05-24,30.0,A
USGS,08109800,2001-05-25,31.0,A
USGS,08109800,2001-05-26,37.0,A
USGS,08109800,2001-05-27,38.0,A
USGS,08109800,2001-05-28,36.0,A
USGS,08109800,2001-05-29,30.0,A
USGS,08109800,2001-05-30,26.0,A
USGS,08109800,2001-05-31,24.0,A
USGS,08109800,2001-06-01,23.0,A
USGS,08109800,2001-06-02,22.0,A
USGS,08109800,2001-06-03,20.0,A
USGS,08109800,2001-06-04,20.0,A
USGS,08109800,2001-06-05,19.0,A
USGS,08109800,2001-06-06,18.0,A
USGS,08109800,2001-06-07,18.0,A
USGS,08109800,2001-06-08,21.0,A
USGS,08109800,2001-06-09,38.0,A
USGS,08109800,2001-06-10,80.0,A
USGS,08109800,2001-06-11,56.0,A
USGS,08109800,2001-06-12,39.0,A
USGS,08109800,2001-06-13,32.0,A
USGS,08109800,2001-06-14,27.0,A
USGS,08109800,2001-06-15,28.0,A
USGS,08109800,2001-06-16,63.0,A
USGS,08109800,2001-06-17,53.0,A
USGS,08109800,2001-06-18,34.0,A
USGS,08109800,2001-06-19,27.0,A
USGS,08109800,2001-06-20,23.0,A
USGS,08109800,2001-06-21,21.0,A
USGS,08109800,2001-06-22,20.0,A
USGS,08109800,2001-06-23,20.0,A
USGS,08109800,2001-06-24,20.0,A
USGS,08109800,2001-06-25,20.0,A
USGS,08109800,2001-06-26,19.0,A
USGS,08109800,2001-06-27,19.0,A
USGS,08109800,2001-06-28,20.0,A
USGS,08109800,2001-06-29,18.0,A
USGS,08109800,2001-06-30,18.0,A
USGS,08109800,2001-07-01,35.0,A
USGS,08109800,2001-07-02,67.0,A
USGS,08109800,2001-07-03,69.0,A
USGS,08109800,2001-07-04,34.0,A
USGS,08109800,2001-07-05,25.0,A
USGS,08109800,2001-07-06,22.0,A
USGS,08109800,2001-07-07,19.0,A
USGS,08109800,2001-07-08,17.0,A
USGS,08109800,2001-07-09,18.0,A
USGS,08109800,2001-07-10,18.0,A
USGS,08109800,2001-07-11,18.0,A
USGS,08109800,2001-07-12,18.0,A
USGS,08109800,2001-07-13,18.0,A
USGS,08109800,2001-07-14,19.0,A
USGS,08109800,2001-07-15,19.0,A
USGS,08109800,2001-07-16,19.0,A
USGS,08109800,2001-07-17,18.0,A
USGS,08109800,2001-07-18,17.0,A
USGS,08109800,2001-07-19,17.0,A
USGS,08109800,2001-07-20,16.0,A
USGS,08109800,2001-07-21,17.0,A
USGS,08109800,2001-07-22,17.0,A
USGS,08109800,2001-07-23,17.0,A
USGS,08109800,2001-07-24,16.0,A
USGS,08109800,2001-07-25,16.0,A
USGS,08109800,2001-07-26,16.0,A
USGS,08109800,2001-07-27,16.0,A
USGS,08109800,2001-07-28,17.0,A
USGS,08109800,2001-07-29,16.0,A
USGS,08109800,2001-07-30,17.0,A
USGS,08109800,2001-07-31,17.0,A
USGS,08109800,2001-08-01,16.0,A
USGS,08109800,2001-08-02,15.0,A
USGS,08109800,2001-08-03,15.0,A
USGS,08109800,2001-08-04,15.0,A
USGS,08109800,2001-08-05,16.0,A
USGS,08109800,2001-08-06,16.0,A
USGS,08109800,2001-08-07,17.0,A
USGS,08109800,2001-08-08,16.0,A
USGS,08109800,2001-08-09,15.0,A
USGS,08109800,2001-08-10,15.0,A
USGS,08109800,2001-08-11,15.0,A
USGS,08109800,2001-08-12,14.0,A
USGS,08109800,2001-08-13,14.0,A
USGS,08109800,2001-08-14,15.0,A
USGS,08109800,2001-08-15,15.0,A
USGS,08109800,2001-08-16,16.0,A
USGS,08109800,2001-08-17,16.0,A
USGS,08109800,2001-08-18,15.0,A
USGS,08109800,2001-08-19,16.0,A
USGS,08109800,2001-08-20,16.0,A
USGS,08109800,2001-08-21,16.0,A
USGS,08109800,2001-08-22,16.0,A
USGS,08109800,2001-08-23,16.0,A
USGS,08109800,2001-08-24,15.0,A
USGS,08109800,2001-08-25,15.0,A
USGS,08109800,2001-08-26,16.0,A
USGS,08109800,2001-08-27,22.0,A
USGS,08109800,2001-08-28,35.0,A
USGS,08109800,2001-08-29,30.0,A
USGS,08109800,2001-08-30,31.0,A
USGS,08109800,2001-08-31,49.0,A
USGS,08109800,2001-09-01,71.0,A
USGS,08109800,2001-09-02,54.0,A
USGS,08109800,2001-09-03,43.0,A
USGS,08109800,2001-09-04,38.0,A
USGS,08109800,2001-09-05,42.0,A
USGS,08109800,2001-09-06,78.0,A
USGS,08109800,2001-09-07,99.0,A
USGS,08109800,2001-09-08,68.0,A
USGS,08109800,2001-09-09,111,A
USGS,08109800,2001-09-10,164,A:e
USGS,08109800,2001-09-11,66.0,A:e
USGS,08109800,2001-09-12,36.0,A
USGS,08109800,2001-09-13,30.0,A
USGS,08109800,2001-09-14,28.0,A
USGS,08109800,2001-09-15,26.0,A
USGS,08109800,2001-09-16,25.0,A
USGS,08109800,2001-09-17,25.0,A
USGS,08109800,2001-09-18,24.0,A
USGS,08109800,2001-09-19,23.0,A
USGS,08109800,2001-09-20,23.0,A
USGS,08109800,2001-09-21,23.0,A
USGS,08109800,2001-09-22,24.0,A
USGS,08109800,2001-09-23,25.0,A
USGS,08109800,2001-09-24,31.0,A
USGS,08109800,2001-09-25,29.0,A
USGS,08109800,2001-09-26,27.0,A
USGS,08109800,2001-09-27,26.0,A
USGS,08109800,2001-09-28,27.0,A
USGS,08109800,2001-09-29,27.0,A
USGS,08109800,2001-09-30,27.0,A
USGS,08109800,2001-10-01,27.0,A
USGS,08109800,2001-10-02,27.0,A
USGS,08109800,2001-10-03,26.0,A
USGS,08109800,2001-10-04,26.0,A
USGS,08109800,2001-10-05,30.0,A
USGS,08109800,2001-10-06,30.0,A
USGS,08109800,2001-10-07,30.0,A
USGS,08109800,2001-10-08,30.0,A
USGS,08109800,2001-10-09,30.0,A
USGS,08109800,2001-10-10,30.0,A
USGS,08109800,2001-10-11,33.0,A
USGS,08109800,2001-10-12,35.0,A
USGS,08109800,2001-10-13,47.0,A
USGS,08109800,2001-10-14,54.0,A
USGS,08109800,2001-10-15,58.0,A
USGS,08109800,2001-10-16,48.0,A
USGS,08109800,2001-10-17,38.0,A
USGS,08109800,2001-10-18,35.0,A
USGS,08109800,2001-10-19,31.0,A
USGS,08109800,2001-10-20,29.0,A
USGS,08109800,2001-10-21,29.0,A
USGS,08109800,2001-10-22,28.0,A
USGS,08109800,2001-10-23,28.0,A
USGS,08109800,2001-10-24,28.0,A
USGS,08109800,2001-10-25,27.0,A
USGS,08109800,2001-10-26,28.0,A
USGS,08109800,2001-10-27,28.0,A
USGS,08109800,2001-10-28,29.0,A
USGS,08109800,2001-10-29,28.0,A
USGS,08109800,2001-10-30,27.0,A
