agency_cd,site_no,datetime,133946_00060_00003,133946_00060_00003_cd
USGS,08065800,2000-03-26,10.0,A
USGS,08065800,2000-03-27,17.0,A
USGS,08065800,2000-03-28,71.0,A
USGS,08065800,2000-03-29,25.0,A
USGS,08065800,2000-03-30,15.0,A
USGS,08065800,2000-03-31,33.0,A
USGS,08065800,2000-04-01,17.0,A
USGS,08065800,2000-04-02,7.80,A
USGS,08065800,2000-04-03,38.0,A
USGS,08065800,2000-04-04,286,A
USGS,08065800,2000-04-05,512,A
USGS,08065800,2000-04-06,123,A
USGS,08065800,2000-04-07,36.0,A
USGS,08065800,2000-04-08,22.0,A
USGS,08065800,2000-04-09,14.0,A
USGS,08065800,2000-04-10,18.0,A
USGS,08065800,2000-04-11,15.0,A
USGS,08065800,2000-04-12,10.0,A
USGS,08065800,2000-04-13,21.0,A
USGS,08065800,2000-04-14,180,A
USGS,08065800,2000-04-15,59.0,A
USGS,08065800,2000-04-16,27.0,A
USGS,08065800,2000-04-17,13.0,A
USGS,08065800,2000-04-18,8.40,A
USGS,08065800,2000-04-19,5.50,A
USGS,08065800,2000-04-20,3.50,A
USGS,08065800,2000-04-21,2.30,A
USGS,08065800,2000-04-22,1.70,A
USGS,08065800,2000-04-23,1.30,A
USGS,08065800,2000-04-24,1.10,A
USGS,08065800,2000-04-25,0.84,A
USGS,08065800,2000-04-26,0.69,A
USGS,08065800,2000-04-27,0.60,A
USGS,08065800,2000-04-28,0.51,A
USGS,08065800,2000-04-29,0.44,A
USGS,08065800,2000-04-30,0.42,A
USGS,08065800,2000-05-01,2.10,A
USGS,08065800,2000-05-02,498,A
USGS,08065800,2000-05-03,606,A
USGS,08065800,2000-05-04,670,A
USGS,08065800,2000-05-05,1030,A
USGS,08065800,2000-05-06,1040,A
USGS,08065800,2000-05-07,818,A
USGS,08065800,2000-05-08,536,A
USGS,08065800,2000-05-09,94.0,A
USGS,08065800,2000-05-10,36.0,A
USGS,08065800,2000-05-11,21.0,A
USGS,08065800,2000-05-12,14.0,A
USGS,08065800,2000-05-13,13.0,A
USGS,08065800,2000-05-14,12.0,A
USGS,08065800,2000-05-15,8.80,A
USGS,08065800,2000-05-16,6.40,A
USGS,08065800,2000-05-17,6.00,A
USGS,08065800,2000-05-18,5.00,A
USGS,08065800,2000-05-19,7.10,A
USGS,08065800,2000-05-20,378,A
USGS,08065800,2000-05-21,941,A
USGS,08065800,2000-05-22,1260,A
USGS,08065800,2000-05-23,323,A
USGS,08065800,2000-05-24,52.0,A
USGS,08065800,2000-05-25,28.0,A
USGS,08065800,2000-05-26,17.0,A
USGS,08065800,2000-05-27,12.0,A
USGS,08065800,2000-05-28,13.0,A
USGS,08065800,2000-05-29,9.00,A
USGS,08065800,2000-05-30,22.0,A
USGS,08065800,2000-05-31,18.0,A
USGS,08065800,2000-06-01,11.0,A
USGS,08065800,2000-06-02,7.00,A
USGS,08065800,2000-06-03,5.00,A
USGS,08065800,2000-06-04,4.20,A
USGS,08065800,2000-06-05,22.0,A
USGS,08065800,2000-06-06,8.70,A
USGS,08065800,2000-06-07,3.90,A
USGS,08065800,2000-06-08,2.90,A
USGS,08065800,2000-06-09,2.60,A
USGS,08065800,2000-06-10,3.00,A
USGS,08065800,2000-06-11,3.60,A
USGS,08065800,2000-06-12,3.80,A
USGS,08065800,2000-06-13,48.0,A
USGS,08065800,2000-06-14,31.0,A
USGS,08065800,2000-06-15,14.0,A
USGS,08065800,2000-06-16,9.10,A
USGS,08065800,2000-06-17,6.10,A
USGS,08065800,2000-06-18,8.60,A
USGS,08065800,2000-06-19,46.0,A
USGS,08065800,2000-06-20,17.0,A
USGS,08065800,2000-06-21,46.0,A
USGS,08065800,2000-06-22,30.0,A
USGS,08065800,2000-06-23,13.0,A
USGS,08065800,2000-06-24,7.40,A
USGS,08065800,2000-06-25,4.30,A
USGS,08065800,2000-06-26,3.00,A
USGS,08065800,2000-06-27,2.20,A
USGS,08065800,2000-06-28,1.70,A
USGS,08065800,2000-06-29,1.30,A
USGS,08065800,2000-06-30,0.98,A
USGS,08065800,2000-07-01,0.84,A
USGS,08065800,2000-07-02,0.69,A
USGS,08065800,2000-07-03,0.55,A
USGS,08065800,2000-07-04,0.52,A
USGS,08065800,2000-07-05,0.54,A
USGS,08065800,2000-07-06,0.50,A
USGS,08065800,2000-07-07,0.41,A
USGS,08065800,2000-07-08,0.31,A
USGS,08065800,2000-07-09,0.30,A
USGS,08065800,2000-07-10,0.27,A
USGS,08065800,2000-07-11,0.23,A
USGS,08065800,2000-07-12,0.18,A
USGS,08065800,2000-07-13,0.20,A
USGS,08065800,2000-07-14,0.18,A
USGS,08065800,2000-07-15,0.15,A
USGS,08065800,2000-07-16,0.13,A
USGS,08065800,2000-07-17,0.12,A
USGS,08065800,2000-07-18,0.12,A
USGS,08065800,2000-07-19,0.14,A
USGS,08065800,2000-07-20,0.15,A
USGS,08065800,2000-07-21,0.12,A
USGS,08065800,2000-07-22,0.08,A
USGS,08065800,2000-07-23,0.05,A
USGS,08065800,2000-07-24,0.03,A
USGS,08065800,2000-07-25,0.02,A
USGS,08065800,2000-07-26,0.02,A
USGS,08065800,2000-07-27,0.01,A
USGS,08065800,2000-07-28,0.01,A
USGS,08065800,2000-07-29,0.01,A
USGS,08065800,2000-07-30,0.01,A
USGS,08065800,2000-07-31,0.01,A
USGS,08065800,2000-08-01,0.01,A
USGS,08065800,2000-08-02,0.01,A
USGS,08065800,2000-08-03,0.02,A
USGS,08065800,2000-08-04,0.04,A
USGS,08065800,2000-08-05,0.05,A
USGS,08065800,2000-08-06,0.04,A
USGS,08065800,2000-08-07,0.02,A
USGS,08065800,2000-08-08,0.02,A
USGS,08065800,2000-08-09,0.01,A
USGS,08065800,2000-08-10,0.01,A
USGS,08065800,2000-08-11,0.00,A
USGS,08065800,2000-08-12,0.00,A
USGS,08065800,2000-08-13,0.00,A
USGS,08065800,2000-08-14,0.00,A
USGS,08065800,2000-08-15,0.00,A
USGS,08065800,2000-08-16,0.00,A
USGS,08065800,2000-08-17,0.00,A
USGS,08065800,2000-08-18,0.00,A
USGS,08065800,2000-08-19,0.00,A
USGS,08065800,2000-08-20,0.00,A
USGS,08065800,2000-08-21,0.00,A
USGS,08065800,2000-08-22,0.00,A
USGS,08065800,2000-08-23,0.00,A
USGS,08065800,2000-08-24,0.00,A
USGS,08065800,2000-08-25,0.00,A
USGS,08065800,2000-08-26,0.00,A
USGS,08065800,2000-08-27,0.00,A
USGS,08065800,2000-08-28,0.00,A
USGS,08065800,2000-08-29,0.00,A
USGS,08065800,2000-08-30,0.00,A
USGS,08065800,2000-08-31,0.00,A
USGS,08065800,2000-09-01,0.00,A
USGS,08065800,2000-09-02,0.00,A
USGS,08065800,2000-09-03,0.00,A
USGS,08065800,2000-09-04,0.00,A
USGS,08065800,2000-09-05,0.00,A
USGS,08065800,2000-09-06,0.00,A
USGS,08065800,2000-09-07,0.00,A
USGS,08065800,2000-09-08,0.00,A
USGS,08065800,2000-09-09,0.00,A
USGS,08065800,2000-09-10,0.00,A
USGS,08065800,2000-09-11,0.00,A
USGS,08065800,2000-09-12,0.03,A
USGS,08065800,2000-09-13,0.19,A
USGS,08065800,2000-09-14,1.50,A
USGS,08065800,2000-09-15,2.20,A
USGS,08065800,2000-09-16,1.30,A
USGS,08065800,2000-09-17,0.95,A
USGS,08065800,2000-09-18,0.54,A
USGS,08065800,2000-09-19,0.34,A
USGS,08065800,2000-09-20,0.23,A
USGS,08065800,2000-09-21,0.19,A
USGS,08065800,2000-09-22,0.24,A
USGS,08065800,2000-09-23,0.24,A
USGS,08065800,2000-09-24,0.28,A
USGS,08065800,2000-09-25,0.56,A
USGS,08065800,2000-09-26,0.57,A
USGS,08065800,2000-09-27,2.00,A
USGS,08065800,2000-09-28,1.10,A
USGS,08065800,2000-09-29,0.65,A
USGS,08065800,2000-09-30,0.46,A
USGS,08065800,2000-10-01,0.32,A
USGS,08065800,2000-10-02,0.27,A
USGS,08065800,2000-10-03,0.23,A
USGS,08065800,2000-10-04,0.20,A
USGS,08065800,2000-10-05,0.22,A
USGS,08065800,2000-10-06,0.83,A
USGS,08065800,2000-10-07,1.90,A
USGS,08065800,2000-10-08,3.00,A
USGS,08065800,2000-10-09,4.10,A
USGS,08065800,2000-10-10,2.00,A
USGS,08065800,2000-10-11,1.70,A
USGS,08065800,2000-10-12,1.10,A
USGS,08065800,2000-10-13,0.77,A
USGS,08065800,2000-10-14,0.59,A
USGS,08065800,2000-10-15,0.44,A
USGS,08065800,2000-10-16,0.67,A
USGS,08065800,2000-10-17,29.0,A
USGS,08065800,2000-10-18,45.0,A
USGS,08065800,2000-10-19,25.0,A
USGS,08065800,2000-10-20,10.0,A
USGS,08065800,2000-10-21,4.80,A
USGS,08065800,2000-10-22,2.40,A
USGS,08065800,2000-10-23,1.70,A
USGS,08065800,2000-10-24,1.30,A
USGS,08065800,2000-10-25,1.30,A
USGS,08065800,2000-10-26,1.30,A
USGS,08065800,2000-10-27,1.20,A
USGS,08065800,2000-10-28,1.10,A
USGS,08065800,2000-10-29,0.98,A
USGS,08065800,2000-10-30,1.00,A
USGS,08065800,2000-10-31,0.96,A
USGS,08065800,2000-11-01,5.90,A
USGS,08065800,2000-11-02,58.0,A
USGS,08065800,2000-11-03,2090,A
USGS,08065800,2000-11-04,13200,A
USGS,08065800,2000-11-05,6150,A
USGS,08065800,2000-11-06,4170,A
USGS,08065800,2000-11-07,3450,A
USGS,08065800,2000-11-08,2540,A
USGS,08065800,2000-11-09,1110,A
USGS,08065800,2000-11-10,550,A
USGS,08065800,2000-11-11,130,A
USGS,08065800,2000-11-12,69.0,A
USGS,08065800,2000-11-13,412,A
USGS,08065800,2000-11-14,656,A
USGS,08065800,2000-11-15,453,A
USGS,08065800,2000-11-16,233,A
USGS,08065800,2000-11-17,554,A
USGS,08065800,2000-11-18,605,A
USGS,08065800,2000-11-19,971,A
USGS,08065800,2000-11-20,1910,A
USGS,08065800,2000-11-21,1550,A
USGS,08065800,2000-11-22,323,A
USGS,08065800,2000-11-23,91.0,A
USGS,08065800,2000-11-24,787,A
USGS,08065800,2000-11-25,1040,A
USGS,08065800,2000-11-26,1140,A
USGS,08065800,2000-11-27,389,A
USGS,08065800,2000-11-28,97.0,A
USGS,08065800,2000-11-29,61.0,A
USGS,08065800,2000-11-30,50.0,A
USGS,08065800,2000-12-01,57.0,A
USGS,08065800,2000-12-02,41.0,A
USGS,08065800,2000-12-03,32.0,A
USGS,08065800,2000-12-04,26.0,A
USGS,08065800,2000-12-05,22.0,A
USGS,08065800,2000-12-06,19.0,A
USGS,08065800,2000-12-07,17.0,A
USGS,08065800,2000-12-08,17.0,A
USGS,08065800,2000-12-09,15.0,A
USGS,08065800,2000-12-10,15.0,A
USGS,08065800,2000-12-11,14.0,A
USGS,08065800,2000-12-12,12.0,A
USGS,08065800,2000-12-13,229,A
USGS,08065800,2000-12-14,1010,A
USGS,08065800,2000-12-15,2840,A
USGS,08065800,2000-12-16,1160,A
USGS,08065800,2000-12-17,350,A
USGS,08065800,2000-12-18,163,A
USGS,08065800,2000-12-19,80.0,A
USGS,08065800,2000-12-20,54.0,A
USGS,08065800,2000-12-21,42.0,A
USGS,08065800,2000-12-22,34.0,A
USGS,08065800,2000-12-23,28.0,A
USGS,08065800,2000-12-24,456,A
USGS,08065800,2000-12-25,3500,A:e
USGS,08065800,2000-12-26,6200,A:e
USGS,08065800,2000-12-27,8000,A:e
USGS,08065800,2000-12-28,5500,A:e
USGS,08065800,2000-12-29,3000,A:e
USGS,08065800,2000-12-30,488,A
USGS,08065800,2000-12-31,154,A
USGS,08065800,2001-01-01,93.0,A
USGS,08065800,2001-01-02,69.0,A
USGS,08065800,2001-01-03,57.0,A
USGS,08065800,2001-01-04,49.0,A
USGS,08065800,2001-01-05,43.0,A
USGS,08065800,2001-01-06,39.0,A
USGS,08065800,2001-01-07,36.0,A
USGS,08065800,2001-01-08,32.0,A
USGS,08065800,2001-01-09,28.0,A
USGS,08065800,2001-01-10,33.0,A
USGS,08065800,2001-01-11,427,A
USGS,08065800,2001-01-12,827,A
USGS,08065800,2001-01-13,997,A
USGS,08065800,2001-01-14,301,A
USGS,08065800,2001-01-15,184,A
USGS,08065800,2001-01-16,137,A
USGS,08065800,2001-01-17,191,A
USGS,08065800,2001-01-18,1050,A
USGS,08065800,2001-01-19,3400,A
USGS,08065800,2001-01-20,4970,A
USGS,08065800,2001-01-21,2320,A
USGS,08065800,2001-01-22,514,A
USGS,08065800,2001-01-23,149,A
USGS,08065800,2001-01-24,96.0,A
USGS,08065800,2001-01-25,73.0,A
USGS,08065800,2001-01-26,60.0,A
USGS,08065800,2001-01-27,52.0,A
USGS,08065800,2001-01-28,48.0,A
USGS,08065800,2001-01-29,134,A
USGS,08065800,2001-01-30,316,A
USGS,08065800,2001-01-31,610,A
USGS,08065800,2001-02-01,231,A
USGS,08065800,2001-02-02,79.0,A
USGS,08065800,2001-02-03,55.0,A
USGS,08065800,2001-02-04,44.0,A
USGS,08065800,2001-02-05,38.0,A
USGS,08065800,2001-02-06,33.0,A
USGS,08065800,2001-02-07,31.0,A
USGS,08065800,2001-02-08,29.0,A
USGS,08065800,2001-02-09,28.0,A
USGS,08065800,2001-02-10,28.0,A
USGS,08065800,2001-02-11,28.0,A
USGS,08065800,2001-02-12,26.0,A
USGS,08065800,2001-02-13,27.0,A
USGS,08065800,2001-02-14,30.0,A
USGS,08065800,2001-02-15,34.0,A
USGS,08065800,2001-02-16,39.0,A
USGS,08065800,2001-02-17,310,A
USGS,08065800,2001-02-18,718,A
USGS,08065800,2001-02-19,333,A
USGS,08065800,2001-02-20,84.0,A
USGS,08065800,2001-02-21,57.0,A
USGS,08065800,2001-02-22,47.0,A
USGS,08065800,2001-02-23,40.0,A
USGS,08065800,2001-02-24,35.0,A
USGS,08065800,2001-02-25,32.0,A
USGS,08065800,2001-02-26,66.0,A
USGS,08065800,2001-02-27,283,A
USGS,08065800,2001-02-28,1270,A
USGS,08065800,2001-03-01,1310,A
USGS,08065800,2001-03-02,937,A
USGS,08065800,2001-03-03,4090,A
USGS,08065800,2001-03-04,5910,A
USGS,08065800,2001-03-05,4340,A
USGS,08065800,2001-03-06,1930,A
USGS,08065800,2001-03-07,398,A
USGS,08065800,2001-03-08,160,A
USGS,08065800,2001-03-09,1150,A
USGS,08065800,2001-03-10,3420,A
USGS,08065800,2001-03-11,2290,A
USGS,08065800,2001-03-12,721,A
USGS,08065800,2001-03-13,682,A
USGS,08065800,2001-03-14,863,A
USGS,08065800,2001-03-15,1180,A
USGS,08065800,2001-03-16,1960,A
USGS,08065800,2001-03-17,1660,A
USGS,08065800,2001-03-18,325,A
USGS,08065800,2001-03-19,116,A
USGS,08065800,2001-03-20,80.0,A
USGS,08065800,2001-03-21,63.0,A
USGS,08065800,2001-03-22,54.0,A
USGS,08065800,2001-03-23,47.0,A
USGS,08065800,2001-03-24,42.0,A
USGS,08065800,2001-03-25,39.0,A
USGS,08065800,2001-03-26,36.0,A
USGS,08065800,2001-03-27,42.0,A
USGS,08065800,2001-03-28,824,A
USGS,08065800,2001-03-29,2840,A
USGS,08065800,2001-03-30,3350,A
USGS,08065800,2001-03-31,1080,A
USGS,08065800,2001-04-01,234,A
USGS,08065800,2001-04-02,124,A
USGS,08065800,2001-04-03,85.0,A
USGS,08065800,2001-04-04,66.0,A
USGS,08065800,2001-04-05,56.0,A
USGS,08065800,2001-04-06,49.0,A
USGS,08065800,2001-04-07,42.0,A
USGS,08065800,2001-04-08,36.0,A
USGS,08065800,2001-04-09,32.0,A
USGS,08065800,2001-04-10,28.0,A
USGS,08065800,2001-04-11,26.0,A
USGS,08065800,2001-04-12,24.0,A
USGS,08065800,2001-04-13,22.0,A
USGS,08065800,2001-04-14,23.0,A
USGS,08065800,2001-04-15,21.0,A
USGS,08065800,2001-04-16,19.0,A
USGS,08065800,2001-04-17,17.0,A
USGS,08065800,2001-04-18,16.0,A
USGS,08065800,2001-04-19,15.0,A
USGS,08065800,2001-04-20,14.0,A
USGS,08065800,2001-04-21,13.0,A
USGS,08065800,2001-04-22,12.0,A
USGS,08065800,2001-04-23,11.0,A
USGS,08065800,2001-04-24,11.0,A
USGS,08065800,2001-04-25,11.0,A
USGS,08065800,2001-04-26,11.0,A
USGS,08065800,2001-04-27,9.90,A
USGS,08065800,2001-04-28,9.70,A
USGS,08065800,2001-04-29,9.90,A
USGS,08065800,2001-04-30,9.90,A
USGS,08065800,2001-05-01,9.70,A
USGS,08065800,2001-05-02,9.30,A
USGS,08065800,2001-05-03,8.80,A
USGS,08065800,2001-05-04,8.40,A
USGS,08065800,2001-05-05,14.0,A
USGS,08065800,2001-05-06,62.0,A
USGS,08065800,2001-05-07,81.0,A
USGS,08065800,2001-05-08,334,A
USGS,08065800,2001-05-09,332,A
USGS,08065800,2001-05-10,71.0,A
USGS,08065800,2001-05-11,71.0,A
USGS,08065800,2001-05-12,55.0,A
USGS,08065800,2001-05-13,28.0,A
USGS,08065800,2001-05-14,61.0,A
USGS,08065800,2001-05-15,54.0,A
USGS,08065800,2001-05-16,23.0,A
USGS,08065800,2001-05-17,13.0,A
USGS,08065800,2001-05-18,8.80,A
USGS,08065800,2001-05-19,6.70,A
USGS,08065800,2001-05-20,5.30,A
USGS,08065800,2001-05-21,18.0,A
USGS,08065800,2001-05-22,9.00,A
USGS,08065800,2001-05-23,12.0,A
USGS,08065800,2001-05-24,8.70,A
USGS,08065800,2001-05-25,4.90,A
USGS,08065800,2001-05-26,5.40,A
USGS,08065800,2001-05-27,4.90,A
USGS,08065800,2001-05-28,15.0,A
USGS,08065800,2001-05-29,13.0,A
USGS,08065800,2001-05-30,6.80,A
USGS,08065800,2001-05-31,4.80,A
USGS,08065800,2001-06-01,4.90,A
USGS,08065800,2001-06-02,4.20,A
USGS,08065800,2001-06-03,3.20,A
USGS,08065800,2001-06-04,2.50,A
USGS,08065800,2001-06-05,2.00,A
USGS,08065800,2001-06-06,233,A
USGS,08065800,2001-06-07,694,A
USGS,08065800,2001-06-08,12800,A
USGS,08065800,2001-06-09,12400,A
USGS,08065800,2001-06-10,5190,A
USGS,08065800,2001-06-11,2580,A
USGS,08065800,2001-06-12,739,A
USGS,08065800,2001-06-13,130,A
USGS,08065800,2001-06-14,67.0,A
USGS,08065800,2001-06-15,94.0,A
USGS,08065800,2001-06-16,546,A
USGS,08065800,2001-06-17,965,A
USGS,08065800,2001-06-18,741,A
USGS,08065800,2001-06-19,90.0,A
USGS,08065800,2001-06-20,43.0,A
USGS,08065800,2001-06-21,30.0,A
USGS,08065800,2001-06-22,23.0,A
USGS,08065800,2001-06-23,19.0,A
USGS,08065800,2001-06-24,22.0,A
USGS,08065800,2001-06-25,15.0,A
USGS,08065800,2001-06-26,12.0,A
USGS,08065800,2001-06-27,10.0,A
USGS,08065800,2001-06-28,8.60,A
USGS,08065800,2001-06-29,7.60,A
USGS,08065800,2001-06-30,7.80,A
USGS,08065800,2001-07-01,8.20,A
USGS,08065800,2001-07-02,41.0,A
USGS,08065800,2001-07-03,45.0,A
USGS,08065800,2001-07-04,273,A
USGS,08065800,2001-07-05,240,A
USGS,08065800,2001-07-06,59.0,A
USGS,08065800,2001-07-07,26.0,A
USGS,08065800,2001-07-08,15.0,A
USGS,08065800,2001-07-09,10.0,A
USGS,08065800,2001-07-10,7.40,A
USGS,08065800,2001-07-11,5.70,A
USGS,08065800,2001-07-12,4.50,A
USGS,08065800,2001-07-13,3.70,A
USGS,08065800,2001-07-14,3.10,A
USGS,08065800,2001-07-15,2.70,A
USGS,08065800,2001-07-16,2.40,A
USGS,08065800,2001-07-17,2.30,A
USGS,08065800,2001-07-18,2.00,A
USGS,08065800,2001-07-19,1.90,A
USGS,08065800,2001-07-20,1.70,A
USGS,08065800,2001-07-21,1.50,A
USGS,08065800,2001-07-22,1.40,A
USGS,08065800,2001-07-23,1.20,A
USGS,08065800,2001-07-24,1.10,A
USGS,08065800,2001-07-25,1.60,A
USGS,08065800,2001-07-26,1.70,A
USGS,08065800,2001-07-27,1.90,A
USGS,08065800,2001-07-28,1.90,A
USGS,08065800,2001-07-29,1.90,A
USGS,08065800,2001-07-30,1.70,A
USGS,08065800,2001-07-31,1.70,A
USGS,08065800,2001-08-01,1.50,A
USGS,08065800,2001-08-02,1.30,A
USGS,08065800,2001-08-03,1.10,A
USGS,08065800,2001-08-04,1.10,A
USGS,08065800,2001-08-05,1.10,A
USGS,08065800,2001-08-06,0.89,A
USGS,08065800,2001-08-07,0.90,A
USGS,08065800,2001-08-08,0.96,A
USGS,08065800,2001-08-09,0.87,A
USGS,08065800,2001-08-10,0.93,A
USGS,08065800,2001-08-11,0.89,A
USGS,08065800,2001-08-12,0.85,A
USGS,08065800,2001-08-13,0.82,A
USGS,08065800,2001-08-14,0.76,A
USGS,08065800,2001-08-15,0.68,A
USGS,08065800,2001-08-16,0.67,A
USGS,08065800,2001-08-17,0.72,A
USGS,08065800,2001-08-18,0.73,A
USGS,08065800,2001-08-19,0.71,A
USGS,08065800,2001-08-20,0.70,A
USGS,08065800,2001-08-21,0.64,A
USGS,08065800,2001-08-22,0.57,A
USGS,08065800,2001-08-23,0.50,A
USGS,08065800,2001-08-24,0.54,A
USGS,08065800,2001-08-25,0.59,A
USGS,08065800,2001-08-26,0.70,A
USGS,08065800,2001-08-27,11.0,A
USGS,08065800,2001-08-28,90.0,A
USGS,08065800,2001-08-29,329,A
USGS,08065800,2001-08-30,374,A
USGS,08065800,2001-08-31,452,A
USGS,08065800,2001-09-01,365,A
USGS,08065800,2001-09-02,308,A
USGS,08065800,2001-09-03,501,A
USGS,08065800,2001-09-04,203,A
USGS,08065800,2001-09-05,469,A
USGS,08065800,2001-09-06,783,A
USGS,08065800,2001-09-07,873,A
USGS,08065800,2001-09-08,677,A
USGS,08065800,2001-09-09,288,A
USGS,08065800,2001-09-10,766,A
USGS,08065800,2001-09-11,2420,A
USGS,08065800,2001-09-12,1540,A
USGS,08065800,2001-09-13,193,A
USGS,08065800,2001-09-14,55.0,A
USGS,08065800,2001-09-15,36.0,A
USGS,08065800,2001-09-16,26.0,A
USGS,08065800,2001-09-17,20.0,A
USGS,08065800,2001-09-18,17.0,A
USGS,08065800,2001-09-19,14.0,A
USGS,08065800,2001-09-20,12.0,A
USGS,08065800,2001-09-21,10.0,A
USGS,08065800,2001-09-22,9.00,A
USGS,08065800,2001-09-23,8.40,A
USGS,08065800,2001-09-24,10.0,A
USGS,08065800,2001-09-25,13.0,A
USGS,08065800,2001-09-26,14.0,A
USGS,08065800,2001-09-27,9.70,A
USGS,08065800,2001-09-28,7.70,A
USGS,08065800,2001-09-29,6.20,A
USGS,08065800,2001-09-30,5.40,A
USGS,08065800,2001-10-01,4.85,A
USGS,08065800,2001-10-02,4.52,A
USGS,08065800,2001-10-03,4.26,A
USGS,08065800,2001-10-04,4.12,A
USGS,08065800,2001-10-05,4.22,A
USGS,08065800,2001-10-06,4.59,A
USGS,08065800,2001-10-07,6.19,A
USGS,08065800,2001-10-08,47.9,A
USGS,08065800,2001-10-09,27.4,A
USGS,08065800,2001-10-10,15.8,A
USGS,08065800,2001-10-11,11.4,A
USGS,08065800,2001-10-12,11.5,A
USGS,08065800,2001-10-13,309,A
USGS,08065800,2001-10-14,589,A
USGS,08065800,2001-10-15,835,A
USGS,08065800,2001-10-16,500,A
USGS,08065800,2001-10-17,70.9,A
USGS,08065800,2001-10-18,35.5,A
USGS,08065800,2001-10-19,22.7,A
USGS,08065800,2001-10-20,16.1,A
USGS,08065800,2001-10-21,12.2,A
USGS,08065800,2001-10-22,9.72,A
USGS,08065800,2001-10-23,7.65,A
USGS,08065800,2001-10-24,6.62,A
USGS,08065800,2001-10-25,5.64,A
USGS,08065800,2001-10-26,4.70,A
USGS,08065800,2001-10-27,4.26,A
USGS,08065800,2001-10-28,3.68,A
USGS,08065800,2001-10-29,3.31,A
USGS,08065800,2001-10-30,3.08,A
USGS,08065800,2001-10-31,3.09,A
USGS,08065800,2001-11-01,3.10,A
USGS,08065800,2001-11-02,2.92,A
USGS,08065800,2001-11-03,2.85,A
