date,datatype,station,value,fl_m,fl_q,fl_so,fl_t,units
2013-08-21T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-08-22T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-08-23T00:00:00,PRCP,GHCND:US1TXBZS088,38,,,N,,mm_tenths
2013-08-24T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-08-25T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-08-26T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-08-27T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-08-28T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-08-29T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-08-30T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-08-31T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-01T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-02T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-03T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-04T00:00:00,PRCP,GHCND:US1TXBZS088,76,,,N,,mm_tenths
2013-09-05T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-06T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-07T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-08T00:00:00,PRCP,GHCND:US1TXBZS088,53,,,N,,mm_tenths
2013-09-09T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-10T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-11T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-12T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-13T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-14T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-15T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-16T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-17T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-18T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-19T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-20T00:00:00,PRCP,GHCND:US1TXBZS088,66,,,N,,mm_tenths
2013-09-21T00:00:00,PRCP,GHCND:US1TXBZS088,345,,,N,,mm_tenths
2013-09-22T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-23T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-24T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-25T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-26T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-27T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-09-28T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-09-29T00:00:00,PRCP,GHCND:US1TXBZS088,759,,,N,,mm_tenths
2013-09-30T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-10-01T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-02T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-03T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-10-04T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-05T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-06T00:00:00,PRCP,GHCND:US1TXBZS088,41,,,N,,mm_tenths
2013-10-07T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-08T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-09T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-10T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-11T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-12T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-13T00:00:00,PRCP,GHCND:US1TXBZS088,828,,,N,,mm_tenths
2013-10-14T00:00:00,PRCP,GHCND:US1TXBZS088,48,,,N,,mm_tenths
2013-10-15T00:00:00,PRCP,GHCND:US1TXBZS088,18,,,N,,mm_tenths
2013-10-16T00:00:00,PRCP,GHCND:US1TXBZS088,23,,,N,,mm_tenths
2013-10-17T00:00:00,PRCP,GHCND:US1TXBZS088,86,,,N,,mm_tenths
2013-10-18T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-19T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-20T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-21T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-22T00:00:00,PRCP,GHCND:US1TXBZS088,130,,,N,,mm_tenths
2013-10-23T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-24T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-25T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-26T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-27T00:00:00,PRCP,GHCND:US1TXBZS088,399,,,N,,mm_tenths
2013-10-28T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-29T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-10-30T00:00:00,PRCP,GHCND:US1TXBZS088,33,,,N,,mm_tenths
2013-10-31T00:00:00,PRCP,GHCND:US1TXBZS088,229,,,N,,mm_tenths
2013-11-01T00:00:00,PRCP,GHCND:US1TXBZS088,33,,,N,,mm_tenths
2013-11-02T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-03T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-04T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-05T00:00:00,PRCP,GHCND:US1TXBZS088,94,,,N,,mm_tenths
2013-11-06T00:00:00,PRCP,GHCND:US1TXBZS088,193,,,N,,mm_tenths
2013-11-07T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-11-08T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-09T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-11-10T00:00:00,PRCP,GHCND:US1TXBZS088,8,,,N,,mm_tenths
2013-11-11T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-12T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-13T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-14T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-15T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-16T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-17T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-18T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-19T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-20T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-21T00:00:00,PRCP,GHCND:US1TXBZS088,71,,,N,,mm_tenths
2013-11-22T00:00:00,PRCP,GHCND:US1TXBZS088,254,,,N,,mm_tenths
2013-11-23T00:00:00,PRCP,GHCND:US1TXBZS088,140,,,N,,mm_tenths
2013-11-24T00:00:00,PRCP,GHCND:US1TXBZS088,5,,,N,,mm_tenths
2013-11-25T00:00:00,PRCP,GHCND:US1TXBZS088,163,,,N,,mm_tenths
2013-11-26T00:00:00,PRCP,GHCND:US1TXBZS088,183,,,N,,mm_tenths
2013-11-27T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2013-11-28T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-11-29T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-02T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-03T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-04T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-05T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-06T00:00:00,PRCP,GHCND:US1TXBZS088,8,,,N,,mm_tenths
2013-12-07T00:00:00,PRCP,GHCND:US1TXBZS088,8,,,N,,mm_tenths
2013-12-08T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2013-12-09T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2013-12-10T00:00:00,PRCP,GHCND:US1TXBZS088,10,,,N,,mm_tenths
2013-12-11T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-12T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-13T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-14T00:00:00,PRCP,GHCND:US1TXBZS088,64,,,N,,mm_tenths
2013-12-15T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-16T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-17T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-18T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-19T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-20T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-21T00:00:00,PRCP,GHCND:US1TXBZS088,119,,,N,,mm_tenths
2013-12-22T00:00:00,PRCP,GHCND:US1TXBZS088,28,,,N,,mm_tenths
2013-12-23T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-24T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-25T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-26T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-27T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-28T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-29T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-30T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2013-12-31T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-01T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-02T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-03T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-04T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-05T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-06T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-07T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-08T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2014-01-09T00:00:00,PRCP,GHCND:US1TXBZS088,145,,,N,,mm_tenths
2014-01-10T00:00:00,PRCP,GHCND:US1TXBZS088,10,,,N,,mm_tenths
2014-01-11T00:00:00,PRCP,GHCND:US1TXBZS088,38,,,N,,mm_tenths
2014-01-12T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-13T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2014-01-14T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-15T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-16T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-17T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-18T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-19T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-20T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-21T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-22T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-23T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-24T00:00:00,PRCP,GHCND:US1TXBZS088,109,,,N,,mm_tenths
2014-01-25T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-26T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-27T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-28T00:00:00,PRCP,GHCND:US1TXBZS088,25,,,N,,mm_tenths
2014-01-29T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2014-01-30T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-01-31T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-01T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-02T00:00:00,PRCP,GHCND:US1TXBZS088,28,,,N,,mm_tenths
2014-02-03T00:00:00,PRCP,GHCND:US1TXBZS088,10,,,N,,mm_tenths
2014-02-04T00:00:00,PRCP,GHCND:US1TXBZS088,53,,,N,,mm_tenths
2014-02-05T00:00:00,PRCP,GHCND:US1TXBZS088,28,,,N,,mm_tenths
2014-02-06T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2014-02-09T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-10T00:00:00,PRCP,GHCND:US1TXBZS088,5,,,N,,mm_tenths
2014-02-11T00:00:00,PRCP,GHCND:US1TXBZS088,5,,,N,,mm_tenths
2014-02-12T00:00:00,PRCP,GHCND:US1TXBZS088,36,,,N,,mm_tenths
2014-02-13T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-14T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-15T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-16T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-17T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-18T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-19T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-20T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-21T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2014-02-22T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-23T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-24T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-02-25T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2014-02-26T00:00:00,PRCP,GHCND:US1TXBZS088,51,,,N,,mm_tenths
2014-02-27T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2014-02-28T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-01T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2014-03-02T00:00:00,PRCP,GHCND:US1TXBZS088,3,,,N,,mm_tenths
2014-03-03T00:00:00,PRCP,GHCND:US1TXBZS088,23,,,N,,mm_tenths
2014-03-04T00:00:00,PRCP,GHCND:US1TXBZS088,48,,,N,,mm_tenths
2014-03-05T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-06T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2014-03-07T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-08T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-09T00:00:00,PRCP,GHCND:US1TXBZS088,168,,,N,,mm_tenths
2014-03-10T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-11T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-12T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-13T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-14T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-15T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2014-03-16T00:00:00,PRCP,GHCND:US1TXBZS088,69,,,N,,mm_tenths
2014-03-17T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-18T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-19T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-20T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-21T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-22T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2014-03-23T00:00:00,PRCP,GHCND:US1TXBZS088,0,T,,N,,mm_tenths
2014-03-24T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-25T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
2014-03-26T00:00:00,PRCP,GHCND:US1TXBZS088,0,,,N,,mm_tenths
