date,datatype,station,value,fl_m,fl_q,fl_so,fl_t,units
2010-01-01T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-02T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-03T00:00:00,PRCP,GHCND:USW00003904,5,,,0,2400,mm_tenths
2010-01-04T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-05T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-06T00:00:00,PRCP,GHCND:USW00003904,3,,,0,2400,mm_tenths
2010-01-07T00:00:00,PRCP,GHCND:USW00003904,10,,,0,2400,mm_tenths
2010-01-08T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-09T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-10T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-11T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-12T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-13T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-01-14T00:00:00,PRCP,GHCND:USW00003904,46,,,0,2400,mm_tenths
2010-01-15T00:00:00,PRCP,GHCND:USW00003904,114,,,0,2400,mm_tenths
2010-01-16T00:00:00,PRCP,GHCND:USW00003904,109,,,0,2400,mm_tenths
2010-01-17T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-18T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-19T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-20T00:00:00,PRCP,GHCND:USW00003904,13,,,0,2400,mm_tenths
2010-01-21T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-22T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-23T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-24T00:00:00,PRCP,GHCND:USW00003904,10,,,0,2400,mm_tenths
2010-01-25T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-26T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-27T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-28T00:00:00,PRCP,GHCND:USW00003904,81,,,0,2400,mm_tenths
2010-01-29T00:00:00,PRCP,GHCND:USW00003904,353,,,0,2400,mm_tenths
2010-01-30T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-01-31T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-01T00:00:00,PRCP,GHCND:USW00003904,3,,,0,2400,mm_tenths
2010-02-02T00:00:00,PRCP,GHCND:USW00003904,5,,,0,2400,mm_tenths
2010-02-03T00:00:00,PRCP,GHCND:USW00003904,64,,,0,2400,mm_tenths
2010-02-04T00:00:00,PRCP,GHCND:USW00003904,124,,,0,2400,mm_tenths
2010-02-05T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-06T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-07T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-02-08T00:00:00,PRCP,GHCND:USW00003904,173,,,0,2400,mm_tenths
2010-02-09T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-10T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-02-11T00:00:00,PRCP,GHCND:USW00003904,244,,,0,2400,mm_tenths
2010-02-12T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-02-13T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-14T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-02-15T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-16T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-17T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-18T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-19T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-20T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-21T00:00:00,PRCP,GHCND:USW00003904,5,,,0,2400,mm_tenths
2010-02-22T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-23T00:00:00,PRCP,GHCND:USW00003904,74,,,0,2400,mm_tenths
2010-02-24T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-02-25T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-26T00:00:00,PRCP,GHCND:USW00003904,13,,,0,2400,mm_tenths
2010-02-27T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-02-28T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-01T00:00:00,PRCP,GHCND:USW00003904,165,,,0,2400,mm_tenths
2010-03-02T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-03T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-04T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-05T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-06T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-07T00:00:00,PRCP,GHCND:USW00003904,3,,,0,2400,mm_tenths
2010-03-08T00:00:00,PRCP,GHCND:USW00003904,3,,,0,2400,mm_tenths
2010-03-09T00:00:00,PRCP,GHCND:USW00003904,28,,,0,2400,mm_tenths
2010-03-10T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-11T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-12T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-13T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-14T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-15T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-16T00:00:00,PRCP,GHCND:USW00003904,135,,,0,2400,mm_tenths
2010-03-17T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-18T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-19T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-20T00:00:00,PRCP,GHCND:USW00003904,226,,,0,2400,mm_tenths
2010-03-21T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-22T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-23T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-24T00:00:00,PRCP,GHCND:USW00003904,97,,,0,2400,mm_tenths
2010-03-25T00:00:00,PRCP,GHCND:USW00003904,10,,,0,2400,mm_tenths
2010-03-26T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-27T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-28T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-29T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-30T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-03-31T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-01T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-02T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-04-03T00:00:00,PRCP,GHCND:USW00003904,10,,,0,2400,mm_tenths
2010-04-04T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-04-05T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-06T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-07T00:00:00,PRCP,GHCND:USW00003904,8,,,0,2400,mm_tenths
2010-04-08T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-09T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-10T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-11T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-12T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-13T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-14T00:00:00,PRCP,GHCND:USW00003904,5,,,0,2400,mm_tenths
2010-04-15T00:00:00,PRCP,GHCND:USW00003904,18,,,0,2400,mm_tenths
2010-04-16T00:00:00,PRCP,GHCND:USW00003904,10,,,0,2400,mm_tenths
2010-04-17T00:00:00,PRCP,GHCND:USW00003904,56,,,0,2400,mm_tenths
2010-04-18T00:00:00,PRCP,GHCND:USW00003904,145,,,0,2400,mm_tenths
2010-04-19T00:00:00,PRCP,GHCND:USW00003904,3,,,0,2400,mm_tenths
2010-04-20T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-21T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-22T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-04-23T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
2010-04-24T00:00:00,PRCP,GHCND:USW00003904,5,,,0,2400,mm_tenths
2010-04-25T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-26T00:00:00,PRCP,GHCND:USW00003904,15,,,0,2400,mm_tenths
2010-04-27T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-28T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-29T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-04-30T00:00:00,PRCP,GHCND:USW00003904,3,,,0,2400,mm_tenths
2010-05-01T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-05-02T00:00:00,PRCP,GHCND:USW00003904,0,,,0,2400,mm_tenths
2010-05-03T00:00:00,PRCP,GHCND:USW00003904,0,T,,0,2400,mm_tenths
